other,Underneath
place,Tyrells Margaery
place,Margaery
place,Tyrells
other,Brotherhood
other,Broken Tower
other,Tower
other,Sansa Meanwhile
other,Long Night
other,Norvosi
other,Riverlands
other,Great Pyramid
other,Steelshanks
place,Rodrik Cassel
place,Rodrik
place,White Harbor
other,Myrcella Lannister
other,Sissy
place,Meryn Trant
place,Meryn
place,Trant
place,Meryn Trant Meryn Trant
place,Lordsport
other,Salt Throne
other,Kevan Lannister
other,Kevan
other,Bowen Marsh
other,Bowen
place,Petyr Baelish
place,Petyr Littlefinger Baelish
place,Baelish
place,Petyr
place,Robert Baratheon
place,Robert Baratheon Kingsguard
place,Robert
other,Undying
other,Sand Snakes
place,Willem Lannister
place,Will
place,Willem
place,Lannister
other,Heward
other,Summer Isles
other,Summer
other,Waymar Royce
other,Waymar
other,Royce
place,Jojen Reed
place,Jojen
place,Reed
place,Jaime Lannister
place,Jaime
other,Martells
other,Faceless Man
other,Faceless Men
other,Othor
house,House Black
other,Vardis Egen
other,Egen
other,Vardis
other,Hobb
other,Mago
house,House Tyrell
house,House
house,Tyrell
other,Rains Castamere
other,Narrow Sea
other,Apart
other,Oh
house,House Tarth
house,Tarth
other,Morning
other,Freys
place,Doran Martell
place,Doran Martell Dorne
place,Doran
other,Stallion Who Mounts
other,Accompanied
other,Shagga
place,After Tommen
place,Tommen
other,Reeds
other,Smoking Sea
other,Within
other,Ornela
other,Great Pit
other,Pit
other,Great Pit Daznak
other,Jaime Dornish
other,Bones
other,Garden Bones
other,Kingswood
other,Fine
other,Prince
other,Targaryen Kingsguard
other,Kingsguard
other,Lothar Frey
other,Lothar
other,Army
other,Chosen
other,Forlorn
other,Greensight
other,Grey Worm
other,Brandon
other,Daznak Pit
place,Tongue Westeros
place,Westeros
other,Genna
place,Castle Black
other,Berserk
other,Titan Braavos
other,Marei
other,Throne Room
other,Temple
other,Red Temple Volantis
other,Kayla
other,Let
other,Filled
other,Aegon Targaryen
other,Aegon
other,Afterward
other,Othell Yarwyck
other,Yarwyck
other,Boy
other,Slaver Bay
other,Slavers Bay
other,Look
other,Old Valyria
other,Townshall
other,Vhagar
place,Alliser Thorne
place,Alliser
place,Thorne
other,Bear Island
other,Bear
other,Cleon
other,First Sword Braavos
other,Raven
other,Malko
other,Rakharo
other,Lannister Monster
other,Aemon Sam
other,Boros Blount
other,Maegor Holdfast
other,Hold
other,Dosh een
other,Dosh
other,Tower Joy
other,Captain
other,Haunted Forest
other,Forest
other,Frostfangs
other,Iron Fleet
other,Wildfire
other,Eddison Tollett
other,Eddison
other,Edd
other,Great Houses
other,Fascinated
other,Red Waste
other,Shae
other,High Sparrow
other,Sparrow
other,Hollard
place,Black Walder
place,Black Walder Rivers
place,Walder
other,Frustrated
other,Lives Four Kings
other,Trident River
other,Viserys
other,Jamie
other,Upon
other,Growing Strong
house,House Frey
other,Blackfish
other,Roslin Frey
other,Ros
other,Roslin
other,Warden
other,Iron Bank
other,Bank
other,Iron Bank Braavos
other,Tears Lys
place,Astapor
other,Sworn Brothers
other,Brothers
other,Robert Rebellion
other,Brutal
other,Hall Faces
other,Jon We
other,Bloody Gate
other,Castle
other,Tourney
other,Heavy
other,Battle Stone Mill
other,Daenerys Targaryen
other,Daenerys Stormborn House Targaryen
other,Daenarys
other,Master Coin Mace Tyrell
other,Joanna
other,Silent Sisters
other,Silent Sister
other,Obedient
other,Master Laws
house,House Targaryen
other,Mollified
other,Greyjoy Rebellion
other,Realm
other,Bastard Girls
other,Little Sam
other,Watchman
other,Talisa Maegyr
other,Talisa
other,Cressen
other,Viper
other,New
other,Westerosi
other,Pyat Pree
other,Pree
other,Bannen
other,Night Lands
other,Anya Waynwood
other,Waynwood
house,House Greyjoy
other,Needle
other,Reach
other,Lollys Stokeworth
other,Lollys
other,Savior
other,Master Ships
other,Margaery Tyrell
other,Lady
place,Obara Sand
place,Obara
other,Later
other,Tormund Giantsbane
other,Giant
other,Tormund
other,Horrified
other,Ilyn Payne
other,Ilyn
place,Meereenese Knot
place,Meereenese
place,Meereen
other,High Hall
other,Hall
place,Salladhor Saan
place,Salladhor
other,Northern Lords
other,Northern
other,Master Coin
other,Drowned Priest
other,Essence Nightshade
place,Loras Tyrell
place,Loras
place,Styr
other,Cripples
place,Trystane Martell
place,Trystane
place,Trystane Martell Jaime
other,His Conquest Westeros
other,Randyll Tarly
other,Randyll
other,Tarly
other,Deepwood Motte
